feedback_id,district,state,survey_date,issue_category,service_type,sentiment,satisfaction_score,comment
FB-2026-004064,Gwalior,Madhya Pradesh,2026-03-17,Sanitation,Public Toilets,Negative,2.0,Public toilets are not consistently functional.
FB-2026-004065,Jodhpur,Rajasthan,2026-04-12,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004066,Ujjain,Madhya Pradesh,2026-08-08,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004067,Gwalior,Madhya Pradesh,2026-02-03,Employment,Training,Positive,3.0,A local skills programme helped participants find work.
FB-2026-004068,Bhopal,Madhya Pradesh,2026-07-27,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-004069,Mysuru,Karnataka,2026-01-23,Public Safety,Emergency Response,Positive,3.0,Emergency response was prompt when assistance was requested.
FB-2026-004070,Nashik,Maharashtra,2026-08-25,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004071,Prayagraj,Uttar Pradesh,2026-01-11,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-004072,Bengaluru Urban,Karnataka,2026-04-04,Digital Government Services,Payment Gateway,Positive,3.0,Online payment for government services is fast and transparent.
FB-2026-004073,Belagavi,Karnataka,2026-02-28,Public Safety,Traffic Control,Positive,4.0,Traffic management has improved safety during peak hours.
FB-2026-004074,Jabalpur,Madhya Pradesh,2026-03-04,Water Supply,Leakage,Negative,2.0,A pipeline leak near a residential area has remained unresolved.
FB-2026-004075,Ujjain,Madhya Pradesh,2026-01-06,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-004076,Pune,Maharashtra,2026-02-04,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-004077,Gwalior,Madhya Pradesh,2026-05-02,Public Safety,Traffic Control,Positive,3.0,Traffic management has improved safety during peak hours.
FB-2026-004078,Surat,Gujarat,2026-04-26,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-004079,Jodhpur,Rajasthan,2026-03-26,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-004080,Lucknow,Uttar Pradesh,2026-05-27,Sanitation,Door-to-Door,Positive,5.0,Door-to-door collection is working reliably in this area.
FB-2026-004081,Aurangabad,Maharashtra,2026-06-27,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-004082,Surat,Gujarat,2026-03-22,Sanitation,Door-to-Door,Positive,3.0,Door-to-door collection is working reliably in this area.
FB-2026-004083,Mysuru,Karnataka,2026-02-05,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-004084,Bikaner,Rajasthan,2026-05-24,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-004085,Bhopal,Madhya Pradesh,2026-04-24,Electricity,Transformer,Negative,1.0,Transformer failures are frequent during high-demand periods.
FB-2026-004086,Nanded,Maharashtra,2026-07-15,Employment,Job Creation,Negative,3.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-004087,Ahmedabad,Gujarat,2026-07-27,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004088,Kutch,Gujarat,2026-05-26,Electricity,Reliability,Positive,4.0,Electricity supply has been stable and uninterrupted.
FB-2026-004089,Pune,Maharashtra,2026-04-18,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-004090,Rewa,Madhya Pradesh,2026-07-08,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-004091,Jabalpur,Madhya Pradesh,2026-03-20,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004092,Bengaluru Urban,Karnataka,2026-02-22,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004093,Udaipur,Rajasthan,2026-03-19,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-004094,Bengaluru Urban,Karnataka,2026-05-25,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004095,Surat,Gujarat,2026-06-03,Digital Government Services,Grievance Redressal,Negative,3.0,Digital complaints are not always resolved within expected timelines.
FB-2026-004096,Ujjain,Madhya Pradesh,2026-04-05,Healthcare,Service Quality,Positive,4.0,Doctors and nursing staff provided attentive care.
FB-2026-004097,Kota,Rajasthan,2026-05-12,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-004098,Udaipur,Rajasthan,2026-06-28,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-004099,Bhavnagar,Gujarat,2026-05-18,Roads,Traffic Safety,Negative,3.0,Road markings and speed-control measures need improvement.
FB-2026-004100,Ahmedabad,Gujarat,2026-04-07,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004101,Kota,Rajasthan,2026-03-29,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-004102,Indore,Madhya Pradesh,2026-03-06,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-004103,Kanpur Nagar,Uttar Pradesh,2026-01-01,Public Transport,Fare/Cost,Negative,1.0,Fare changes have increased the cost of commuting.
FB-2026-004104,Pune,Maharashtra,2026-08-28,Roads,Lighting,Negative,2.0,Street lighting is inadequate on several road segments.
FB-2026-004105,Mysuru,Karnataka,2026-08-14,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-004106,Gorakhpur,Uttar Pradesh,2026-06-13,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004107,Aurangabad,Maharashtra,2026-05-16,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004108,Nanded,Maharashtra,2026-07-17,Electricity,Billing,Negative,3.0,Billing errors are creating avoidable grievance cases.
FB-2026-004109,Dharwad,Karnataka,2026-01-08,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-004110,Nashik,Maharashtra,2026-06-18,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-004111,Nanded,Maharashtra,2026-04-30,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-004112,Gwalior,Madhya Pradesh,2026-04-19,Water Supply,Tap Connectivity,Positive,5.0,Piped water supply is regular and convenient.
FB-2026-004113,Indore,Madhya Pradesh,2026-02-13,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004114,Nagpur,Maharashtra,2026-01-09,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004115,Pune,Maharashtra,2026-06-12,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004116,Jaipur,Rajasthan,2026-08-14,Electricity,Reliability,Positive,3.0,Electricity supply has been stable and uninterrupted.
FB-2026-004117,Dharwad,Karnataka,2026-04-08,Employment,Training,Positive,5.0,A local skills programme helped participants find work.
FB-2026-004118,Bikaner,Rajasthan,2026-05-14,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-004119,Kutch,Gujarat,2026-07-08,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004120,Aurangabad,Maharashtra,2026-04-06,Electricity,Outages,Negative,3.0,Unscheduled power cuts are affecting households and small businesses.
FB-2026-004121,Kutch,Gujarat,2026-02-09,Education,Attendance,Positive,4.0,Teacher attendance and student participation have improved.
FB-2026-004122,Udaipur,Rajasthan,2026-05-22,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004123,Rajkot,Gujarat,2026-04-07,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-004124,Nagpur,Maharashtra,2026-03-17,Education,Staffing,Negative,1.0,Teacher vacancies are affecting continuity of instruction.
FB-2026-004125,Mysuru,Karnataka,2026-04-01,Public Transport,Fare/Cost,Negative,2.0,Fare changes have increased the cost of commuting.
FB-2026-004126,Kanpur Nagar,Uttar Pradesh,2026-06-29,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-004127,Barmer,Rajasthan,2026-03-04,Electricity,Reliability,Positive,5.0,Electricity supply has been stable and uninterrupted.
FB-2026-004128,Gorakhpur,Uttar Pradesh,2026-04-01,Public Transport,Service Quality,Positive,4.0,Public transport has become cleaner and more reliable recently.
FB-2026-004129,Udaipur,Rajasthan,2026-03-12,Water Supply,Tap Connectivity,Positive,4.0,Piped water supply is regular and convenient.
FB-2026-004130,Nashik,Maharashtra,2026-02-02,Digital Government Services,CSC Efficiency,Positive,4.0,The service centre completed the application quickly.
FB-2026-004131,Bhopal,Madhya Pradesh,2026-06-04,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004132,Bhavnagar,Gujarat,2026-05-29,Public Transport,Fare/Cost,Negative,3.0,Fare changes have increased the cost of commuting.
FB-2026-004133,Nanded,Maharashtra,2026-01-13,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
FB-2026-004134,Prayagraj,Uttar Pradesh,2026-02-12,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004135,Indore,Madhya Pradesh,2026-01-19,Roads,Maintenance,Positive,3.0,Road resurfacing has improved travel quality.
FB-2026-004136,Jaipur,Rajasthan,2026-04-07,Public Safety,Emergency Response,Positive,5.0,Emergency response was prompt when assistance was requested.
FB-2026-004137,Jhansi,Uttar Pradesh,2026-03-24,Healthcare,Facility Quality,Positive,4.0,The facility was clean and well maintained.
FB-2026-004138,Jhansi,Uttar Pradesh,2026-07-01,Water Supply,Water Purity,Negative,2.0,Residents reported concerns about water quality.
FB-2026-004139,Jabalpur,Madhya Pradesh,2026-02-01,Public Transport,Schedule,Negative,1.0,Vehicles do not consistently follow the published timetable.
FB-2026-004140,Rajkot,Gujarat,2026-08-10,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-004141,Dharwad,Karnataka,2026-05-16,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-004142,Nagpur,Maharashtra,2026-01-08,Roads,Potholes,Negative,2.0,Potholes on the arterial road are creating safety concerns.
FB-2026-004143,Mysuru,Karnataka,2026-06-18,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004144,Bhavnagar,Gujarat,2026-03-20,Education,Digital Education,Positive,3.0,Digital classroom access has improved learning conditions.
FB-2026-004145,Bengaluru Urban,Karnataka,2026-05-25,Sanitation,Public Toilets,Negative,1.0,Public toilets are not consistently functional.
FB-2026-004146,Surat,Gujarat,2026-07-27,Healthcare,Facility Quality,Positive,3.0,The facility was clean and well maintained.
FB-2026-004147,Gorakhpur,Uttar Pradesh,2026-01-09,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004148,Dharwad,Karnataka,2026-04-09,Employment,Wage Delay,Negative,3.0,Payments under public employment programmes are delayed.
FB-2026-004149,Nagpur,Maharashtra,2026-01-03,Healthcare,Service Quality,Positive,3.0,Doctors and nursing staff provided attentive care.
FB-2026-004150,Prayagraj,Uttar Pradesh,2026-03-28,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-004151,Varanasi,Uttar Pradesh,2026-04-20,Digital Government Services,CSC Efficiency,Positive,5.0,The service centre completed the application quickly.
FB-2026-004152,Bikaner,Rajasthan,2026-06-08,Water Supply,Supply Frequency,Negative,3.0,Water supply is intermittent and pressure is low.
FB-2026-004153,Raichur,Karnataka,2026-02-03,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004154,Raichur,Karnataka,2026-08-28,Healthcare,Diagnostics,Negative,2.0,Diagnostic reporting took longer than expected.
FB-2026-004155,Mumbai Suburban,Maharashtra,2026-04-21,Education,Attendance,Positive,3.0,Teacher attendance and student participation have improved.
FB-2026-004156,Bengaluru Urban,Karnataka,2026-01-02,Employment,Training,Positive,4.0,A local skills programme helped participants find work.
FB-2026-004157,Bikaner,Rajasthan,2026-02-11,Public Transport,Delay/Frequency,Negative,3.0,"The bus frequency on a major route is poor, with long morning waits."
FB-2026-004158,Jaipur,Rajasthan,2026-06-08,Roads,Traffic Safety,Negative,1.0,Road markings and speed-control measures need improvement.
FB-2026-004159,Ahmedabad,Gujarat,2026-05-06,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004160,Varanasi,Uttar Pradesh,2026-03-31,Digital Government Services,Grievance Redressal,Negative,1.0,Digital complaints are not always resolved within expected timelines.
FB-2026-004161,Nanded,Maharashtra,2026-02-07,Digital Government Services,CSC Efficiency,Positive,5.0,The service centre completed the application quickly.
FB-2026-004162,Jaipur,Rajasthan,2026-02-19,Water Supply,Tap Connectivity,Positive,3.0,Piped water supply is regular and convenient.
FB-2026-004163,Mysuru,Karnataka,2026-07-27,Sanitation,Public Toilets,Negative,2.0,Public toilets are not consistently functional.
FB-2026-004164,Ujjain,Madhya Pradesh,2026-06-05,Healthcare,Medicine Stock,Negative,2.0,Common medicines were unavailable at the facility.
FB-2026-004165,Jabalpur,Madhya Pradesh,2026-07-11,Public Transport,Service Quality,Positive,3.0,Public transport has become cleaner and more reliable recently.
FB-2026-004166,Kota,Rajasthan,2026-01-17,Healthcare,Service Quality,Positive,5.0,Doctors and nursing staff provided attentive care.
FB-2026-004167,Lucknow,Uttar Pradesh,2026-01-20,Roads,Maintenance,Positive,4.0,Road resurfacing has improved travel quality.
FB-2026-004168,Vadodara,Gujarat,2026-06-26,Digital Government Services,Payment Gateway,Positive,3.0,Online payment for government services is fast and transparent.
FB-2026-004169,Lucknow,Uttar Pradesh,2026-06-18,Electricity,Billing,Negative,1.0,Billing errors are creating avoidable grievance cases.
FB-2026-004170,Barmer,Rajasthan,2026-02-19,Roads,Maintenance,Positive,5.0,Road resurfacing has improved travel quality.
FB-2026-004171,Bhavnagar,Gujarat,2026-04-01,Water Supply,Tanker Dependency,Negative,2.0,Dependence on private tankers is increasing household costs.
FB-2026-004172,Gorakhpur,Uttar Pradesh,2026-07-06,Sanitation,Door-to-Door,Positive,4.0,Door-to-door collection is working reliably in this area.
FB-2026-004173,Ujjain,Madhya Pradesh,2026-07-03,Healthcare,Facility Quality,Positive,5.0,The facility was clean and well maintained.
FB-2026-004174,Raichur,Karnataka,2026-06-20,Healthcare,Diagnostics,Negative,1.0,Diagnostic reporting took longer than expected.
FB-2026-004175,Varanasi,Uttar Pradesh,2026-01-01,Employment,Job Creation,Negative,3.0,Lack of local opportunities is pushing young workers to migrate.
FB-2026-004176,Udaipur,Rajasthan,2026-07-25,Public Safety,Crime Rate,Negative,2.0,Recent theft incidents have increased safety concerns.
FB-2026-004177,Mysuru,Karnataka,2026-03-12,Public Transport,Service Quality,Positive,5.0,Public transport has become cleaner and more reliable recently.
